Model,Feature,SHAP_Value,Feature_Type,Rank
ExtraTrees Original,HH_L1_weight,0.032390678206546446,Original,1
ExtraTrees Original,HH_L5_magnitude,0.02529300925757844,Original,2
ExtraTrees Original,HH_L3_magnitude,0.02378512608982446,Original,3
ExtraTrees Original,HH_L3_weight,0.022354677808604565,Original,4
ExtraTrees Original,HH_L1_magnitude,0.021635036974020902,Original,5
ExtraTrees Original,HH_L5_mean,0.016440764682574546,Original,6
ExtraTrees Original,HH_L1_mean,0.016285075237845358,Original,7
ExtraTrees Original,HH_L5_weight,0.015972403048696526,Original,8
ExtraTrees Original,HH_L3_mean,0.014399203400008614,Original,9
ExtraTrees Original,HH_L1_std,0.007917326074203292,Original,10
ExtraTrees Original,HH_L3_std,0.006747352781539519,Original,11
ExtraTrees Original,HH_L1_radius,0.006566141575454807,Original,12
ExtraTrees Original,HH_L3_radius,0.005888711817000413,Original,13
ExtraTrees Original,HH_L5_pcc,0.0053261397254373895,Original,14
ExtraTrees Original,HH_L3_pcc,0.004959761489529872,Original,15
ExtraTrees BigFeat,HH_L1_weight,0.020311424959702798,Original,1
ExtraTrees BigFeat,BigFeat_Gen_4,0.015493510178544277,BigFeat_Generated,2
ExtraTrees BigFeat,HH_L3_weight,0.013521757544161938,Original,3
ExtraTrees BigFeat,HH_L3_magnitude,0.0134700917641637,Original,4
ExtraTrees BigFeat,HH_L5_weight,0.012689557988397262,Original,5
ExtraTrees BigFeat,HH_L1_magnitude,0.012194076941003006,Original,6
ExtraTrees BigFeat,HH_L5_magnitude,0.01141635513732457,Original,7
ExtraTrees BigFeat,HH_L1_mean,0.011106184510351245,Original,8
ExtraTrees BigFeat,BigFeat_Gen_3,0.009903478895009577,BigFeat_Generated,9
ExtraTrees BigFeat,BigFeat_Gen_2,0.00970024673637697,BigFeat_Generated,10
ExtraTrees BigFeat,HH_L3_mean,0.009674407799614365,Original,11
ExtraTrees BigFeat,BigFeat_Gen_0,0.00927285748120177,BigFeat_Generated,12
ExtraTrees BigFeat,HH_L5_mean,0.006504487209460623,Original,13
ExtraTrees BigFeat,HH_L1_radius,0.005409226585242942,Original,14
ExtraTrees BigFeat,HH_L1_std,0.005255276698266731,Original,15
TPOT Original,HH_L1_weight,0.029776925754274756,Original,1
TPOT Original,HH_L3_magnitude,0.028061612416244688,Original,2
TPOT Original,HH_L1_magnitude,0.027469355549959457,Original,3
TPOT Original,HH_L3_weight,0.02609591379118255,Original,4
TPOT Original,HH_L5_magnitude,0.024319447519327953,Original,5
TPOT Original,HH_L3_mean,0.019032333559756302,Original,6
TPOT Original,HH_L5_weight,0.018867102337225255,Original,7
TPOT Original,HH_L5_mean,0.018331948751611732,Original,8
TPOT Original,HH_L1_mean,0.01769527226581122,Original,9
TPOT Original,HH_L1_std,0.009770247508381773,Original,10
TPOT Original,HH_L5_radius,0.00957895801139511,Original,11
TPOT Original,HH_L3_std,0.007282327393145698,Original,12
TPOT Original,HH_L1_radius,0.007179153264765338,Original,13
TPOT Original,HH_L5_std,0.007053058452768251,Original,14
TPOT Original,HH_L3_radius,0.006593650040852866,Original,15
TPOT BigFeat,HH_L1_weight,0.022822039242031068,Original,1
TPOT BigFeat,HH_L5_magnitude,0.01848462882659103,Original,2
TPOT BigFeat,HH_L1_magnitude,0.014156635727749455,Original,3
TPOT BigFeat,HH_L1_mean,0.013912509902249742,Original,4
TPOT BigFeat,HH_L3_magnitude,0.013636487954168988,Original,5
TPOT BigFeat,BigFeat_Gen_0,0.0135814740341115,BigFeat_Generated,6
TPOT BigFeat,BigFeat_Gen_4,0.01355226501136147,BigFeat_Generated,7
TPOT BigFeat,HH_L3_weight,0.013401850138554702,Original,8
TPOT BigFeat,HH_L5_weight,0.01183491060424004,Original,9
TPOT BigFeat,BigFeat_Gen_3,0.009415998292135547,BigFeat_Generated,10
TPOT BigFeat,HH_L5_mean,0.00872226640361869,Original,11
TPOT BigFeat,HH_L3_mean,0.008610292115264817,Original,12
TPOT BigFeat,BigFeat_Gen_2,0.008379945278929464,BigFeat_Generated,13
TPOT BigFeat,BigFeat_Gen_1,0.006989333832976058,BigFeat_Generated,14
TPOT BigFeat,HH_L5_radius,0.005962130618409921,Original,15
