feat_0,feat_1,feat_2,label
0.29250595076642216,0.6281588455870342,0.6823899357856631,1
0.11716590796858975,0.2563176911740701,0.676100629013396,1
0.21850430171234003,0.5415162485346947,0.6352201258026792,1
0.0859080404828023,0.33935018221409763,0.5031446546991308,1
0.2364481721873287,0.4765342981075964,0.7044025160535843,1
0.08715217874302122,0.391696752554072,0.47169811295981184,1
0.12276910196810244,0.5667870072016044,0.46540880618754477,1
0.1622902975270251,0.4693140815609578,0.5880503131937007,1
0.26400300214935607,0.6949458475129475,0.6163522002338889,1
0.13241005051896573,0.6281588455870342,0.45911949678928315,1
0.0989144309986518,0.6010830429580096,0.4056603774080376,1
0.08462873711676881,0.30685920700054936,0.5251572323410574,1
0.16748412190369816,0.3375451277006025,0.7044025160535843,1
0.1858781663262857,0.5433212985261715,0.5849056611205645,1
0.2208918162358509,0.7129963926478986,0.5566037740803763,1
0.2019752868375112,0.797833939708763,0.5031446546991308,1
0.17285626629287856,0.4079422401608461,0.6509433966723387,1
0.06103697739934686,0.18231047119417276,0.5786163517223029,1
0.2762020402478642,0.6913357384859591,0.6320754711035483,1
0.2215435690483916,0.43862816086090106,0.7106918228258513,1
0.3085749408418671,0.8122743758167221,0.6163522002338889,1
0.27131860777488587,0.6859205749454755,0.6289308164044176,1
0.08966633825045402,0.27075812426734736,0.5754716970231721,1
0.316893944164109,0.6444043362084884,0.7012578613544533,1
0.2819393076416822,0.5631768981746159,0.707547170752715,1
0.15704935260346273,0.8339350299786616,0.4339622644482258,1
0.10638545497515957,0.268953069753854,0.6289308164044176,1
0.46861479029187664,0.9277978345335995,0.7106918228258513,1
0.1859120103672238,0.6281588455870342,0.5440251579098476,1
0.19432124535093903,0.34115523672759096,0.754716980735699,1
0.24651038051648405,0.5342960319880561,0.6792452837125269,1
0.11611294168864063,0.3790613739742863,0.5534591193812455,1
0.324200962317968,0.844765341986232,0.6194968549330198,1
0.1911792178336779,0.6768953174513967,0.5314465417393189,1
0.136427298403084,0.36281588636751216,0.6132075481607526,1
0.18398780829172226,0.8610108326076862,0.46226415148841393,1
0.31188459749845115,0.7653429584658547,0.63836478050181,1
0.24449719373960893,0.8357400694187582,0.5408805032107168,1
0.20543938306866735,0.3826714830012765,0.7327044030937724,1
0.40463929482521505,0.7472924284043039,0.7358490551669086,1
0.3393501804255129,0.7635379039523578,0.6666666675419981,1
0.17259119546450738,0.3357400746944492,0.7169811322241129,1
0.1740871067963538,0.2545126366605732,0.8270440256857348,1
0.18699251689320906,0.767148012979348,0.4937106906017384,1
0.126594765327231,0.3700361029141508,0.5849056611205645,1
0.25517515425550974,0.49638989474136075,0.7169811322241129,1
0.09085782010914153,0.2545126366605732,0.5974842772910932,1
0.41120248812584714,0.7725631765198333,0.7295597483946417,1
0.2593648826583403,0.7581227404118724,0.5849056611205645,1
0.24375495979090506,0.5234657064144272,0.6823899357856631,1
0.08243571520140516,0.21480144490038455,0.6194968549330198,1
0.21046157711202446,0.6949458475129475,0.5503144646821148,1
0.12908659410498324,0.3231046946073235,0.6320754711035483,1
0.4201957736482037,0.8032491032492466,0.72327043899638,1
0.08494614448237146,0.18411552420032962,0.6792452837125269,1
