feat_0,feat_1,feat_2,label
0.19960311696042313,0.6281588455870342,0.6823899357856631,1
0.07921594407648919,0.2563176911740701,0.676100629013396,1
0.1387983300221392,0.5415162485346947,0.6352201258026792,1
0.04322417136459852,0.33935018221409763,0.5031446546991308,1
0.16655468740502546,0.4765342981075964,0.7044025160535843,1
0.04110951825341934,0.391696752554072,0.47169811295981184,1
0.057137821183691505,0.5667870072016044,0.46540880618754477,1
0.09543486028906599,0.4693140815609578,0.5880503131937007,1
0.16271883124310774,0.6949458475129475,0.6163522002338889,1
0.06079203576411111,0.6281588455870342,0.45911949678928315,1
0.04012566541001438,0.6010830429580096,0.4056603774080376,1
0.044443393360761224,0.30685920700054936,0.5251572323410574,1
0.1179762368679902,0.3375451277006025,0.7044025160535843,1
0.1087211917629544,0.5433212985261715,0.5849056611205645,1
0.12294921858034356,0.7129963926478986,0.5566037740803763,1
0.10162278595361748,0.797833939708763,0.5031446546991308,1
0.11251964511678467,0.4079422401608461,0.6509433966723387,1
0.03531699318296674,0.18231047119417276,0.5786163517223029,1
0.17458053470942997,0.6913357384859591,0.6320754711035483,1
0.1574492029223463,0.43862816086090106,0.7106918228258513,1
0.1901908437249269,0.8122743758167221,0.6163522002338889,1
0.17064063349356892,0.6859205749454755,0.6289308164044176,1
0.05160043983884255,0.27075812426734736,0.5754716970231721,1
0.2222243695607006,0.6444043362084884,0.7012578613544533,1
0.19948535944585158,0.5631768981746159,0.707547170752715,1
0.06815349268592653,0.8339350299786616,0.4339622644482258,1
0.06690909105108252,0.268953069753854,0.6289308164044176,1
0.3330406995156879,0.9277978345335995,0.7106918228258513,1
0.10114081079736616,0.6281588455870342,0.5440251579098476,1
0.14665754358406172,0.34115523672759096,0.754716980735699,1
0.16744101335200218,0.5342960319880561,0.6792452837125269,1
0.06426376645576094,0.3790613739742863,0.5534591193812455,1
0.20084147652223963,0.844765341986232,0.6194968549330198,1
0.10160153417013604,0.6768953174513967,0.5314465417393189,1
0.08365824915595052,0.36281588636751216,0.6132075481607526,1
0.08505096808418595,0.8610108326076862,0.46226415148841393,1
0.19909614262399414,0.7653429584658547,0.63836478050181,1
0.1322437651834878,0.8357400694187582,0.5408805032107168,1
0.15052634054328073,0.3826714830012765,0.7327044030937724,1
0.29775344278053867,0.7472924284043039,0.7358490551669086,1
0.22623345391405247,0.7635379039523578,0.6666666675419981,1
0.12374463073605568,0.3357400746944492,0.7169811322241129,1
0.1439777016248389,0.2545126366605732,0.8270440256857348,1
0.09232020465270348,0.767148012979348,0.4937106906017384,1
0.07404599490812677,0.3700361029141508,0.5849056611205645,1
0.18295577101357802,0.49638989474136075,0.7169811322241129,1
0.05428611898415458,0.2545126366605732,0.5974842772910932,1
0.29999678377634365,0.7725631765198333,0.7295597483946417,1
0.15170398816273417,0.7581227404118724,0.5849056611205645,1
0.1663359313591526,0.5234657064144272,0.6823899357856631,1
0.05106866630142463,0.21480144490038455,0.6194968549330198,1
